Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Credit Score,Insurance Duration,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount,Year,Day,Month_name
40.0,Male,40114.0,Divorced,3.0,High School,Unemployed,33.58004116133627,Rural,Comprehensive,2.0,810.0,2.0,Poor,No,Daily,Condo,360.0,2023,8,February
43.0,Male,2414.0,Divorced,1.0,High School,Employed,20.381895282588204,Urban,Basic,2.0,,4.0,Average,No,Rarely,Apartment,996.0,2024,30,July
48.0,Female,14085.0,Divorced,,PhD,Unemployed,48.95916159393964,Suburban,Basic,1.0,567.0,1.0,Good,Yes,Monthly,Apartment,1138.0,2023,10,August
61.0,Male,94034.0,Divorced,0.0,Bachelor's,Employed,36.61134014908466,Suburban,Basic,0.0,482.0,7.0,Poor,No,Rarely,Apartment,3461.0,2024,4,June
62.0,Female,101407.0,Single,3.0,Bachelor's,Self-Employed,22.61143494694884,Rural,Premium,,426.0,8.0,Good,No,Daily,Apartment,115.0,2024,13,February
59.0,Female,49877.0,Divorced,3.0,High School,,37.50576403417872,Rural,Comprehensive,0.0,336.0,8.0,Poor,No,Rarely,House,501.0,2021,11,January
26.0,Male,17791.0,Married,0.0,PhD,Employed,50.09543445972624,Rural,Premium,0.0,573.0,1.0,Average,Yes,Weekly,Apartment,1083.0,2023,2,February
38.0,Male,82901.0,Single,1.0,Bachelor's,,,Urban,Basic,2.0,706.0,9.0,,No,Daily,Apartment,843.0,2021,13,September
60.0,Male,64703.0,Single,,PhD,Employed,9.77222782649798,Urban,Premium,,647.0,7.0,Average,Yes,Daily,Condo,322.0,2020,25,April
52.0,Male,,Single,0.0,Master's,Self-Employed,39.15396593702417,Suburban,Basic,1.0,513.0,7.0,Average,Yes,Daily,Apartment,242.0,2022,12,September
60.0,Female,599.0,Divorced,1.0,High School,Unemployed,28.84764849827984,Rural,Comprehensive,3.0,693.0,8.0,,No,Weekly,Apartment,588.0,2024,25,May
22.0,Female,35640.0,Married,1.0,PhD,Employed,11.994443668967245,Suburban,Basic,2.0,658.0,2.0,Good,Yes,Rarely,Condo,286.0,2023,8,June
37.0,Male,2896.0,Single,2.0,Bachelor's,,,Urban,Premium,0.0,558.0,7.0,Good,No,Daily,Apartment,799.0,2022,27,August
48.0,Male,13685.0,Single,1.0,Master's,Unemployed,26.83650645067708,Rural,Basic,,776.0,6.0,Average,No,Monthly,Condo,1245.0,2023,15,September
24.0,Male,36673.0,Divorced,3.0,Bachelor's,Self-Employed,40.53363518742572,Suburban,Comprehensive,0.0,475.0,7.0,Poor,No,Rarely,Apartment,417.0,2024,6,June
46.0,Male,767.0,Married,1.0,PhD,Employed,34.04901189533132,Suburban,Basic,3.0,736.0,8.0,,No,Monthly,Condo,1203.0,2021,26,April
36.0,Female,10045.0,Married,2.0,PhD,Self-Employed,44.65153874680014,Urban,Premium,1.0,762.0,9.0,Poor,No,Daily,Apartment,1334.0,2023,23,July
33.0,Male,34652.0,Married,2.0,Bachelor's,Employed,24.792711509254865,Suburban,Basic,0.0,734.0,5.0,Average,No,Weekly,House,1622.0,2021,9,December
32.0,Male,137587.0,Divorced,,High School,Employed,26.65693888470444,Rural,Basic,1.0,454.0,1.0,Average,Yes,Rarely,Apartment,1301.0,2023,7,March
57.0,Female,38140.0,Divorced,0.0,High School,,14.3909833348928,Rural,Basic,1.0,791.0,2.0,Good,No,Daily,House,1110.0,2020,13,September
42.0,Female,5046.0,Single,0.0,PhD,Employed,22.58971963615042,Rural,Premium,,812.0,9.0,Good,Yes,Monthly,Apartment,890.0,2023,17,September
25.0,Female,146427.0,Single,3.0,Bachelor's,Self-Employed,25.195743250125208,Urban,Comprehensive,1.0,396.0,3.0,Average,Yes,Rarely,Apartment,995.0,2021,10,April
42.0,Female,28399.0,Divorced,0.0,Bachelor's,Unemployed,23.439848798640547,Rural,Premium,0.0,772.0,9.0,Average,Yes,Weekly,House,2144.0,2023,2,July
47.0,Male,109814.0,Married,2.0,PhD,Unemployed,21.737777423952497,Rural,Comprehensive,3.0,486.0,2.0,Good,No,Daily,House,1145.0,2024,27,June
57.0,Male,12069.0,Divorced,3.0,PhD,Unemployed,38.82790650109354,Urban,Premium,1.0,687.0,3.0,Average,Yes,Daily,House,491.0,2020,21,December
39.0,Female,3733.0,Single,1.0,Master's,Unemployed,25.071317733192416,Suburban,Comprehensive,0.0,642.0,6.0,Poor,Yes,Monthly,Apartment,2539.0,2021,10,April
41.0,Female,34246.0,Divorced,0.0,High School,,29.945548612202387,Rural,Basic,,329.0,6.0,Poor,Yes,Monthly,House,34.0,2020,2,February
43.0,Female,3065.0,Married,,Bachelor's,Employed,46.49213588467407,Urban,Basic,,474.0,1.0,Good,Yes,Rarely,Apartment,4060.0,2021,7,September
64.0,Female,26254.0,Married,4.0,Master's,Unemployed,,Suburban,Comprehensive,0.0,734.0,9.0,Good,Yes,Monthly,Apartment,2414.0,2023,24,June
37.0,Female,109993.0,Married,2.0,Master's,,30.49248746126972,Rural,Premium,0.0,459.0,8.0,Good,No,Weekly,Apartment,2079.0,2023,31,October
35.0,Female,24991.0,Divorced,4.0,High School,Employed,23.51703354433205,Suburban,Comprehensive,3.0,446.0,2.0,Poor,No,Weekly,House,741.0,2020,20,August
42.0,Male,828.0,Single,1.0,High School,,11.828175107496715,Urban,Premium,2.0,579.0,6.0,Average,Yes,Weekly,House,466.0,2022,30,August
36.0,Male,12881.0,Divorced,2.0,PhD,,38.92748092432688,Rural,Basic,0.0,757.0,8.0,Good,Yes,Daily,Apartment,658.0,2024,4,February
34.0,Female,85571.0,Divorced,2.0,Bachelor's,,37.96588395725855,Urban,Premium,2.0,,3.0,Good,Yes,Weekly,Condo,2836.0,2022,1,February
63.0,Male,39092.0,Divorced,0.0,Master's,Employed,38.09401022696775,Suburban,Basic,,,3.0,Average,No,Rarely,House,2317.0,2021,26,August
44.0,Male,43643.0,Married,2.0,Master's,Unemployed,13.719454695976069,Urban,Basic,,795.0,3.0,Poor,No,Rarely,House,1074.0,2020,22,January
37.0,Female,855.0,Divorced,,Master's,Self-Employed,11.580601204870051,Suburban,Comprehensive,,463.0,8.0,Average,Yes,Rarely,Condo,1373.0,2023,1,August
23.0,Female,32827.0,Married,2.0,Bachelor's,Self-Employed,24.955333875572137,Urban,Premium,0.0,727.0,4.0,Average,Yes,Weekly,Apartment,619.0,2020,18,October
56.0,Female,3562.0,Single,0.0,Bachelor's,Unemployed,44.05392801273507,Rural,Comprehensive,2.0,351.0,8.0,Good,No,Daily,House,37.0,2024,17,March
39.0,Female,924.0,Divorced,2.0,PhD,Self-Employed,18.390947877985425,Rural,Basic,0.0,693.0,8.0,,Yes,Rarely,House,487.0,2020,9,November
42.0,Female,45925.0,Divorced,3.0,High School,Employed,40.88255302380064,Suburban,Premium,2.0,761.0,3.0,Good,Yes,Monthly,Apartment,511.0,2023,25,August
50.0,Male,35347.0,Married,2.0,PhD,Employed,23.81760779439491,Suburban,Basic,0.0,819.0,8.0,Good,No,Weekly,House,1737.0,2021,4,November
28.0,Male,28409.0,Married,3.0,Master's,Employed,35.17371384236498,Rural,Basic,1.0,638.0,2.0,Good,Yes,Daily,House,130.0,2020,24,October
25.0,Female,5581.0,Single,0.0,PhD,,27.857508740201727,Suburban,Premium,,832.0,5.0,Average,Yes,Daily,House,1035.0,2020,27,March
18.0,Male,16237.0,Divorced,3.0,Bachelor's,Self-Employed,15.644729936034263,Urban,Comprehensive,5.0,805.0,5.0,Average,No,Weekly,Condo,488.0,2019,18,November
21.0,Male,634.0,Married,1.0,Master's,,,Urban,Comprehensive,,705.0,5.0,Average,No,Monthly,Apartment,1060.0,2020,14,November
43.0,Male,30472.0,Single,3.0,Bachelor's,Employed,28.98283864880032,Suburban,Basic,1.0,743.0,2.0,Good,Yes,Monthly,Condo,408.0,2023,30,January
39.0,Female,3780.0,Divorced,3.0,PhD,Unemployed,35.25366570222902,Urban,Premium,1.0,683.0,8.0,Average,No,Daily,House,28.0,2021,26,May
57.0,Female,17073.0,Divorced,1.0,Bachelor's,Self-Employed,18.376714819222265,Urban,Premium,0.0,382.0,2.0,Poor,No,Weekly,Condo,995.0,2023,8,May
50.0,Male,44747.0,Single,4.0,Master's,,22.734320492226384,Suburban,Basic,1.0,714.0,9.0,Good,Yes,Weekly,House,766.0,2023,30,March
41.0,Female,562.0,Single,2.0,PhD,Employed,50.45731728784919,Suburban,Premium,3.0,774.0,5.0,Poor,Yes,Weekly,House,2386.0,2023,16,June
47.0,Female,84574.0,Single,4.0,High School,,13.09284937861811,Urban,Comprehensive,0.0,473.0,8.0,Good,No,Daily,Condo,2093.0,2023,22,June
38.0,Female,26142.0,Divorced,2.0,PhD,Self-Employed,14.315901941619366,Rural,Comprehensive,,558.0,1.0,Average,No,Weekly,Apartment,591.0,2024,6,June
47.0,Male,20300.0,Single,0.0,High School,Unemployed,10.803412656193386,Rural,Premium,,647.0,2.0,Average,Yes,Daily,House,929.0,2020,1,May
29.0,Male,66598.0,Single,4.0,Bachelor's,Self-Employed,40.05585632372634,Urban,Comprehensive,0.0,542.0,8.0,,No,Daily,Condo,2574.0,2023,20,August
60.0,Male,54436.0,Divorced,1.0,Master's,,25.93866949411564,Suburban,Comprehensive,0.0,581.0,6.0,Average,Yes,Weekly,House,404.0,2023,8,March
47.0,Male,1851.0,Divorced,1.0,Master's,,36.67354947453664,Rural,Premium,2.0,,7.0,Average,Yes,Daily,House,587.0,2022,6,September
36.0,Female,139098.0,Single,4.0,Bachelor's,Employed,37.191767992724586,Suburban,Comprehensive,0.0,314.0,3.0,Average,No,Daily,Apartment,344.0,2020,28,June
,Male,34074.0,Married,4.0,Bachelor's,Self-Employed,37.83419178258413,Suburban,Basic,0.0,634.0,2.0,Poor,No,Weekly,Condo,340.0,2022,21,August
24.0,Female,75726.0,Single,4.0,PhD,Self-Employed,29.72419545045967,Urban,Basic,,334.0,6.0,Average,No,Rarely,Condo,2656.0,2019,2,November
38.0,Female,10069.0,Single,,Master's,,8.944175670241384,Suburban,Basic,0.0,565.0,7.0,,Yes,Monthly,House,454.0,2022,17,September
29.0,Male,2557.0,Divorced,1.0,Master's,,16.07816872182336,Urban,Premium,3.0,836.0,3.0,Poor,Yes,Rarely,Apartment,657.0,2020,26,September
35.0,Female,28897.0,Single,0.0,PhD,,15.957973268450315,Urban,Premium,,,2.0,Poor,Yes,Weekly,House,1137.0,2022,15,December
63.0,Female,7076.0,Single,0.0,Bachelor's,,36.51006582854854,Suburban,Premium,0.0,658.0,5.0,Good,No,Weekly,Apartment,627.0,2020,26,May
49.0,Male,16124.0,Single,,High School,Unemployed,23.79641999776653,Urban,Comprehensive,2.0,577.0,2.0,Poor,No,Weekly,Apartment,586.0,2019,28,November
37.0,Female,875.0,Divorced,3.0,High School,Employed,23.82735652085799,Suburban,Premium,0.0,455.0,9.0,Good,No,Monthly,House,2385.0,2021,28,February
59.0,Female,523.0,Single,2.0,PhD,Self-Employed,,Rural,Basic,1.0,,5.0,Good,No,Daily,Apartment,623.0,2023,14,October
35.0,Female,7937.0,Single,4.0,PhD,Employed,29.665857451079777,Urban,Comprehensive,,683.0,8.0,Poor,Yes,Daily,Condo,1557.0,2021,22,June
38.0,Female,,Divorced,1.0,Master's,Employed,50.18261896521036,Rural,Basic,1.0,,7.0,Good,Yes,Monthly,House,417.0,2024,4,March
35.0,Male,11761.0,Single,4.0,Master's,Unemployed,19.92948026575085,Urban,Basic,,785.0,4.0,Poor,Yes,Rarely,House,442.0,2021,20,September
43.0,Female,50731.0,Divorced,3.0,PhD,Unemployed,39.98332860255296,Suburban,Premium,,393.0,5.0,Good,Yes,Rarely,Apartment,2476.0,2020,30,June
38.0,Female,18795.0,Single,4.0,PhD,,22.31186989343804,Rural,Basic,0.0,,7.0,Poor,Yes,Daily,Condo,1306.0,2023,14,March
47.0,Male,16062.0,Married,0.0,PhD,Self-Employed,27.49593885504183,Urban,Basic,1.0,478.0,2.0,Good,No,Monthly,House,807.0,2021,20,July
33.0,Female,77832.0,Divorced,1.0,High School,Employed,15.433935514992916,Suburban,Comprehensive,1.0,398.0,5.0,Good,No,Weekly,Condo,488.0,2021,4,October
48.0,Male,15503.0,Single,1.0,PhD,Unemployed,47.88211158437046,Rural,Premium,1.0,511.0,8.0,Poor,No,Monthly,House,1019.0,2021,14,October
52.0,Female,29903.0,Single,4.0,Bachelor's,Self-Employed,50.61998171390477,Urban,Premium,0.0,711.0,6.0,,Yes,Monthly,Apartment,1522.0,2021,28,August
53.0,Female,30774.0,Single,2.0,Bachelor's,Self-Employed,49.44593700725958,Urban,Premium,,689.0,8.0,Good,No,Rarely,House,717.0,2023,29,March
53.0,Male,114045.0,Married,,Bachelor's,Unemployed,32.99661254510084,Rural,Premium,1.0,311.0,2.0,Poor,Yes,Daily,House,908.0,2020,6,March
48.0,Male,70543.0,Single,,Master's,Self-Employed,13.654301391019056,Rural,Premium,1.0,456.0,3.0,Good,No,Weekly,House,3022.0,2023,15,February
38.0,Male,18096.0,Divorced,4.0,High School,Employed,49.8596724873748,Rural,Basic,2.0,816.0,7.0,Average,Yes,Rarely,House,728.0,2022,17,April
51.0,Male,34235.0,Married,3.0,High School,,19.35554053730112,Rural,Premium,0.0,,1.0,Poor,Yes,Rarely,Condo,75.0,2022,26,November
51.0,Male,,Married,0.0,Master's,Self-Employed,11.271497657470478,Urban,Premium,,314.0,9.0,Average,No,Monthly,Apartment,386.0,2024,11,January
50.0,Female,16582.0,Married,0.0,Master's,Unemployed,35.83496160178219,Suburban,Comprehensive,0.0,607.0,8.0,Poor,No,Weekly,Apartment,654.0,2022,1,January
29.0,Female,6094.0,Married,2.0,High School,Unemployed,9.547013613182624,Urban,Comprehensive,,558.0,4.0,Poor,No,Daily,Condo,612.0,2022,17,November
36.0,Female,50847.0,Divorced,0.0,Master's,,20.1377379213498,Suburban,Basic,,304.0,2.0,Poor,Yes,Monthly,Condo,36.0,2022,25,September
54.0,Female,82427.0,Married,2.0,Master's,Unemployed,,Urban,Comprehensive,1.0,474.0,5.0,Good,No,Rarely,House,816.0,2021,23,April
46.0,Male,8210.0,Married,1.0,High School,Unemployed,30.52006350769372,Rural,Comprehensive,0.0,611.0,2.0,Average,No,Weekly,Condo,444.0,2022,29,June
63.0,Female,5903.0,Married,4.0,Master's,,,Urban,Basic,0.0,463.0,3.0,Poor,Yes,Rarely,Apartment,542.0,2022,26,September
34.0,Male,30382.0,Married,4.0,Master's,,21.079248905564285,Urban,Basic,1.0,585.0,9.0,Average,No,Monthly,Condo,1055.0,2021,6,April
,Female,5943.0,Married,2.0,High School,,36.78952266204946,Urban,Premium,0.0,693.0,2.0,Average,Yes,Daily,Condo,1523.0,2022,27,June
56.0,Female,81230.0,Single,0.0,High School,Employed,44.455581133586506,Suburban,Basic,0.0,667.0,9.0,Average,Yes,Daily,Condo,293.0,2022,6,May
60.0,Female,20897.0,Single,4.0,Master's,,22.92967460970458,Rural,Premium,,831.0,6.0,Good,Yes,Daily,Apartment,300.0,2021,14,January
27.0,Male,39451.0,Divorced,2.0,High School,,36.95540362070321,Urban,Premium,,786.0,2.0,Average,Yes,Weekly,House,1805.0,2023,24,December
18.0,Male,10580.0,,0.0,Master's,Unemployed,47.46582655805959,Rural,Basic,0.0,665.0,2.0,Good,Yes,Weekly,House,25.0,2020,27,July
48.0,Male,24897.0,Married,2.0,Master's,Employed,32.84836748039026,Urban,Basic,,716.0,9.0,Average,No,Daily,House,24.0,2021,12,December
34.0,Female,17891.0,Single,0.0,Bachelor's,Employed,36.64491272301441,Rural,Comprehensive,,772.0,6.0,Good,No,Monthly,House,2174.0,2021,11,November
28.0,Male,107311.0,Single,2.0,PhD,,40.95858918775676,Suburban,Premium,1.0,346.0,9.0,Poor,Yes,Weekly,House,3416.0,2020,22,June
56.0,Female,103418.0,Divorced,0.0,PhD,Self-Employed,13.12270212876745,Suburban,Comprehensive,,685.0,5.0,Poor,Yes,Daily,Condo,50.0,2021,26,October
45.0,Male,5874.0,Divorced,2.0,PhD,Employed,13.359029610219528,Rural,Comprehensive,,830.0,8.0,Good,No,Weekly,House,382.0,2020,15,May
61.0,Female,3978.0,Divorced,3.0,PhD,Unemployed,20.85905837668744,Rural,Basic,0.0,657.0,1.0,Average,Yes,Rarely,Condo,2732.0,2023,16,February
55.0,Male,66087.0,Divorced,1.0,High School,Self-Employed,19.934981905104006,Suburban,Basic,1.0,660.0,6.0,Good,Yes,Rarely,Apartment,256.0,2020,28,September
22.0,Female,43941.0,Married,3.0,Master's,,16.89306686524815,Rural,Premium,,,8.0,Poor,Yes,Weekly,House,1625.0,2020,16,February
52.0,Female,76570.0,Married,0.0,PhD,Employed,36.277980362885046,Urban,Premium,2.0,844.0,2.0,Average,No,Daily,Apartment,1844.0,2022,1,February
24.0,Female,6264.0,Single,1.0,Master's,Unemployed,20.61592489535722,Suburban,Comprehensive,0.0,829.0,8.0,Good,No,Monthly,Condo,1217.0,2021,8,October
47.0,Female,39803.0,Single,4.0,PhD,,19.920330352062862,Rural,Basic,,353.0,5.0,Good,No,Weekly,Condo,692.0,2023,20,March
50.0,Male,23296.0,Divorced,3.0,High School,,28.99882553051202,Rural,Premium,,731.0,7.0,,No,Weekly,Apartment,745.0,2020,19,February
38.0,Male,53630.0,Divorced,,High School,Self-Employed,23.91818350833403,Rural,Comprehensive,4.0,,3.0,Good,No,Daily,Condo,2340.0,2023,23,December
44.0,Male,2941.0,Divorced,1.0,Master's,Unemployed,5.543170934016658,Rural,Premium,2.0,449.0,5.0,Good,Yes,Monthly,Condo,1008.0,2021,16,April
58.0,Female,25448.0,Single,3.0,PhD,Unemployed,,Urban,Premium,,447.0,6.0,Poor,No,Monthly,House,896.0,2024,6,February
44.0,Male,2046.0,Single,4.0,Bachelor's,Self-Employed,29.19298794564288,Urban,Comprehensive,0.0,502.0,2.0,Poor,No,Monthly,Apartment,1179.0,2022,23,March
50.0,Female,35706.0,Divorced,,PhD,,12.83776753279913,Suburban,Comprehensive,0.0,444.0,5.0,Average,Yes,Rarely,Apartment,1022.0,2022,15,July
62.0,Male,16152.0,Married,1.0,Master's,Unemployed,18.849338494500245,Rural,Basic,0.0,736.0,6.0,Poor,Yes,Monthly,Condo,1824.0,2021,20,October
40.0,Female,44787.0,Married,1.0,Bachelor's,Self-Employed,19.61112302146935,Urban,Basic,,659.0,6.0,Poor,Yes,Rarely,House,1368.0,2021,2,February
48.0,Male,38518.0,Single,2.0,PhD,Self-Employed,36.79405904660706,Urban,Basic,0.0,656.0,8.0,Poor,No,Monthly,Condo,1592.0,2021,16,October
29.0,Male,2867.0,Divorced,4.0,High School,Unemployed,48.01809354181852,Urban,Comprehensive,0.0,394.0,5.0,,No,Monthly,Apartment,232.0,2022,17,March
57.0,Female,43973.0,Divorced,3.0,Master's,,24.56778540793487,Rural,Premium,1.0,751.0,6.0,Good,Yes,Daily,Apartment,872.0,2022,10,August
63.0,Female,45754.0,Divorced,4.0,PhD,,11.674922663637664,Urban,Premium,0.0,587.0,5.0,Good,Yes,Daily,Apartment,1784.0,2019,29,October
20.0,Female,96798.0,Single,1.0,High School,Unemployed,6.812269490739655,Suburban,Basic,1.0,397.0,7.0,Good,Yes,Monthly,Condo,489.0,2022,5,October
19.0,Female,21451.0,Married,4.0,Master's,Employed,35.08495119046522,Suburban,Basic,0.0,728.0,8.0,Average,No,Rarely,Apartment,491.0,2020,11,December
48.0,Female,102991.0,Divorced,3.0,Bachelor's,,25.858609629524643,Suburban,Premium,1.0,,4.0,Poor,Yes,Rarely,Condo,2576.0,2019,20,November
56.0,Male,61801.0,Single,0.0,Bachelor's,Self-Employed,39.63714793614572,Rural,Premium,,836.0,1.0,Poor,Yes,Daily,Apartment,2925.0,2019,17,November
58.0,Male,4814.0,Divorced,1.0,Bachelor's,Unemployed,11.01243565074596,Suburban,Premium,,564.0,1.0,Average,No,Rarely,Apartment,36.0,2020,10,August
49.0,Male,51009.0,Married,3.0,PhD,,25.653716538347005,Urban,Premium,1.0,346.0,6.0,Good,Yes,Monthly,Apartment,4235.0,2022,8,November
39.0,Male,34298.0,Single,0.0,Master's,Self-Employed,30.28584598352353,Rural,Basic,1.0,703.0,1.0,Average,Yes,Rarely,Condo,769.0,2020,6,November
56.0,Male,14094.0,Single,3.0,PhD,Employed,16.164864834913292,Suburban,Premium,,818.0,2.0,Poor,No,Daily,House,847.0,2022,25,September
39.0,Female,7078.0,Divorced,3.0,PhD,Employed,27.2404170869086,Rural,Basic,,799.0,8.0,Average,Yes,Rarely,Apartment,668.0,2023,13,November
60.0,Male,114525.0,,1.0,High School,,15.170173280292987,Suburban,Comprehensive,2.0,482.0,2.0,Average,No,Rarely,Condo,28.0,2022,27,March
24.0,Male,52727.0,Single,4.0,High School,Unemployed,33.57387106577638,Urban,Comprehensive,,401.0,8.0,Good,No,Weekly,House,1141.0,2021,13,July
38.0,Female,46715.0,Single,1.0,Bachelor's,Self-Employed,24.08221397001148,Urban,Comprehensive,1.0,387.0,4.0,Good,Yes,Rarely,House,442.0,2023,23,February
19.0,Male,11059.0,Divorced,1.0,Master's,Employed,18.924006267557004,Rural,Basic,1.0,659.0,6.0,Average,No,Rarely,Apartment,675.0,2020,17,August
28.0,Male,9527.0,Single,,Master's,,48.65862703974952,Urban,Basic,0.0,629.0,1.0,Poor,Yes,Weekly,House,2417.0,2022,29,March
50.0,Male,45754.0,Single,0.0,Master's,Unemployed,22.323513505516768,Rural,Premium,1.0,365.0,2.0,Poor,No,Monthly,House,3434.0,2024,23,May
58.0,Male,34686.0,Divorced,3.0,High School,Self-Employed,26.98803521586284,Suburban,Basic,,729.0,3.0,Poor,No,Monthly,Apartment,1404.0,2019,25,November
20.0,Female,3094.0,Single,2.0,High School,Unemployed,39.0775391376492,Rural,Premium,3.0,673.0,1.0,Average,No,Daily,Apartment,1059.0,2021,9,October
43.0,Male,71951.0,Divorced,4.0,Bachelor's,Self-Employed,29.452862373810586,Rural,Basic,,398.0,7.0,Poor,Yes,Weekly,Apartment,562.0,2019,26,December
29.0,Male,37764.0,Divorced,2.0,Bachelor's,,32.184006807582065,Rural,Premium,,628.0,2.0,Average,Yes,Weekly,House,4538.0,2023,25,February
39.0,Female,9827.0,Single,1.0,Master's,Self-Employed,24.48407676097024,Suburban,Premium,0.0,507.0,7.0,Good,Yes,Daily,Apartment,60.0,2023,4,February
52.0,Female,4942.0,Married,1.0,PhD,Self-Employed,37.67333386619262,Rural,Comprehensive,1.0,582.0,5.0,Poor,Yes,Daily,House,2228.0,2019,24,August
22.0,Female,544.0,Divorced,4.0,Bachelor's,Unemployed,25.795836652991618,Suburban,Basic,1.0,587.0,2.0,,Yes,Daily,Condo,1171.0,2023,22,October
51.0,Female,6945.0,Married,1.0,Master's,Self-Employed,32.43787069600453,Urban,Basic,,578.0,8.0,Average,No,Daily,House,519.0,2020,8,July
30.0,Female,45674.0,Divorced,0.0,Bachelor's,Unemployed,,Urban,Basic,2.0,706.0,8.0,Good,No,Monthly,Apartment,1531.0,2019,18,September
22.0,Male,5283.0,Married,4.0,Bachelor's,,47.03493656108584,Rural,Comprehensive,,743.0,2.0,Good,No,Weekly,House,925.0,2020,22,January
29.0,Female,1018.0,Divorced,1.0,Master's,,,Urban,Premium,,605.0,1.0,Poor,No,Rarely,Condo,1452.0,2023,5,March
20.0,Female,55927.0,Divorced,2.0,Bachelor's,Self-Employed,12.445810353124967,Urban,Premium,4.0,,6.0,Poor,Yes,Weekly,Condo,2493.0,2022,23,September
48.0,Male,16097.0,Divorced,,PhD,,19.58557770312578,Urban,Basic,,542.0,9.0,Average,Yes,Monthly,House,572.0,2020,12,February
31.0,Female,6089.0,Married,4.0,PhD,Unemployed,20.55296267451642,Rural,Basic,0.0,617.0,5.0,Good,No,Weekly,House,1035.0,2021,6,August
29.0,Male,62338.0,Single,2.0,Bachelor's,Employed,28.65692420788117,Suburban,Comprehensive,,382.0,8.0,Good,Yes,Monthly,Condo,1871.0,2021,22,July
52.0,Female,35200.0,Single,1.0,High School,Self-Employed,9.453548720686817,Urban,Comprehensive,0.0,517.0,7.0,Good,Yes,Monthly,House,511.0,2023,10,May
33.0,Male,17093.0,Single,1.0,Master's,,38.93928435037319,Suburban,Basic,1.0,,2.0,Average,No,Monthly,House,1472.0,2023,14,July
26.0,Female,36914.0,Single,1.0,PhD,Employed,24.77416061876519,Suburban,Comprehensive,,678.0,1.0,Poor,No,Daily,Apartment,420.0,2023,16,November
29.0,Female,16366.0,Divorced,,PhD,Unemployed,34.81211736556498,Rural,Premium,,751.0,8.0,Poor,Yes,Daily,Condo,792.0,2021,27,June
64.0,Male,70216.0,Divorced,1.0,High School,Unemployed,20.607623873406084,Urban,Premium,2.0,426.0,4.0,Average,No,Daily,House,2463.0,2021,4,August
25.0,Male,26360.0,Single,3.0,High School,,4.495699564148251,Rural,Comprehensive,0.0,807.0,1.0,Good,No,Weekly,Condo,626.0,2022,9,March
38.0,Male,10147.0,Divorced,2.0,High School,Employed,17.72397601007999,Suburban,Basic,,797.0,1.0,Average,No,Monthly,House,2694.0,2024,9,January
63.0,Female,28051.0,Single,0.0,Master's,,7.926463637484569,Urban,Basic,,629.0,2.0,Good,Yes,Weekly,House,170.0,2021,27,March
64.0,Female,41890.0,Married,3.0,Bachelor's,Unemployed,25.912174876883327,Rural,Comprehensive,0.0,790.0,5.0,Good,Yes,Rarely,Condo,2714.0,2023,24,November
50.0,Female,23296.0,Married,4.0,Bachelor's,Unemployed,9.783678403985528,Suburban,Basic,1.0,711.0,9.0,Good,Yes,Monthly,Condo,30.0,2021,24,April
53.0,Female,26579.0,Married,,High School,,14.347330215504398,Rural,Comprehensive,2.0,,5.0,Good,No,Monthly,Condo,393.0,2023,25,December
31.0,Female,3527.0,Divorced,4.0,PhD,Unemployed,37.00667765339224,Urban,Comprehensive,,632.0,5.0,Average,No,Monthly,Condo,210.0,2023,8,February
21.0,Female,20847.0,Single,3.0,High School,Employed,9.719105483868915,Urban,Comprehensive,2.0,769.0,5.0,Poor,No,Daily,Apartment,91.0,2024,12,May
59.0,Male,37183.0,Single,4.0,High School,,22.758056011864618,Suburban,Basic,,789.0,7.0,Good,No,Daily,House,1766.0,2021,21,June
25.0,Male,128811.0,Single,4.0,PhD,Employed,28.26552517476688,Rural,Comprehensive,0.0,473.0,9.0,Good,Yes,Daily,Apartment,30.0,2020,4,September
48.0,Female,50948.0,Divorced,,Master's,Unemployed,34.92937693172613,Suburban,Basic,1.0,423.0,2.0,Poor,No,Monthly,Apartment,432.0,2024,28,February
56.0,Male,54699.0,Married,3.0,PhD,Unemployed,34.09891339080666,Urban,Comprehensive,0.0,485.0,7.0,,No,Daily,Condo,463.0,2020,1,April
51.0,Male,31022.0,Divorced,,Bachelor's,Unemployed,21.95701962382906,Suburban,Basic,0.0,474.0,2.0,,No,Monthly,Condo,1622.0,2022,2,November
36.0,Female,12056.0,Single,1.0,PhD,Self-Employed,5.770948360993565,Urban,Premium,1.0,461.0,7.0,Poor,Yes,Monthly,House,2948.0,2021,31,July
48.0,Female,,Single,1.0,Bachelor's,Unemployed,27.8266929087719,Suburban,Premium,,403.0,2.0,Poor,No,Daily,House,839.0,2019,11,October
24.0,Female,84942.0,Divorced,,High School,,39.02483863588186,Urban,Comprehensive,1.0,,8.0,Good,Yes,Daily,House,2133.0,2019,22,December
63.0,Male,133577.0,Divorced,3.0,High School,Unemployed,,Suburban,Premium,2.0,,8.0,Good,No,Daily,House,1126.0,2022,21,January
35.0,Female,44776.0,Married,4.0,Bachelor's,Unemployed,22.827898130787617,Suburban,Premium,,653.0,4.0,Good,Yes,Rarely,Condo,1513.0,2022,4,September
